1000, 613, 0, 0
1000, 627, 1, 0
2000, 593, 0, 0
2000, 607, 1, 0
3000, 741, 0, 0
3000, 767, 1, 0
4000, 615, 0, 0
4000, 630, 1, 0
5000, 675, 0, 0
5000, 696, 1, 0
6000, 666, 1, 0
6000, 647, 0, 0
7000, 657, 0, 0
7000, 676, 1, 0
8000, 616, 0, 0
8000, 631, 1, 0
9000, 624, 0, 0
9000, 640, 1, 0
10000, 615, 0, 0
10000, 629, 1, 0
11000, 615, 0, 0
11000, 629, 1, 0
12000, 711, 0, 0
12000, 735, 1, 0
13000, 648, 0, 0
13000, 668, 1, 0
14000, 695, 0, 0
14000, 717, 1, 0
15000, 624, 0, 0
15000, 640, 1, 0
16000, 641, 0, 0
16000, 659, 1, 0
17000, 627, 1, 0
17000, 612, 0, 0
18000, 618, 1, 0
18000, 603, 0, 0
19000, 601, 1, 0
19000, 588, 0, 0
20000, 673, 1, 0
20000, 655, 0, 0
21000, 631, 0, 0
21000, 656, 1, 0
22000, 653, 1, 0
22000, 637, 0, 0
23000, 628, 0, 0
23000, 645, 1, 0
24000, 644, 1, 0
24000, 628, 0, 0
25000, 675, 0, 0
25000, 694, 1, 0
26000, 621, 0, 0
26000, 633, 1, 0
27000, 638, 1, 0
27000, 616, 0, 0
28000, 617, 1, 0
28000, 602, 0, 0
29000, 749, 1, 0
29000, 733, 0, 0
30000, 613, 0, 0
30000, 629, 1, 0
31000, 687, 0, 0
31000, 707, 1, 0
32000, 620, 0, 0
32000, 635, 1, 0
33000, 706, 1, 0
33000, 741, 0, 0
34000, 724, 0, 0
34000, 738, 1, 0
35000, 658, 0, 0
35000, 675, 1, 0
36000, 639, 0, 0
36000, 655, 1, 0
37000, 746, 0, 0
37000, 748, 1, 0
38000, 820, 1, 0
38000, 783, 0, 0
39000, 856, 1, 0
39000, 750, 0, 0
40000, 731, 1, 0
40000, 748, 0, 0
41000, 904, 0, 0
41000, 1151, 1, 0
42000, 722, 0, 0
42000, 944, 1, 0
43000, 854, 0, 0
43000, 806, 1, 0
44000, 753, 0, 0
44000, 807, 1, 0
45000, 681, 0, 0
45000, 691, 1, 0
46000, 770, 1, 0
46000, 746, 0, 0
47000, 819, 0, 0
47000, 882, 1, 0
48000, 855, 0, 0
48000, 932, 1, 0
49000, 629, 0, 0
49000, 643, 1, 0
50000, 729, 0, 0
50000, 755, 1, 0
51000, 687, 0, 0
51000, 706, 1, 0
52000, 640, 1, 0
52000, 625, 0, 0
53000, 710, 0, 0
53000, 729, 1, 0
54000, 651, 1, 0
54000, 634, 0, 0
55000, 705, 1, 0
55000, 691, 0, 0
56000, 595, 0, 0
56000, 607, 1, 0
57000, 719, 0, 0
57000, 759, 1, 0
58000, 691, 0, 0
58000, 714, 1, 0
59000, 782, 0, 0
59000, 802, 1, 0
60000, 686, 0, 0
60000, 697, 1, 0
