1000, 2120, 0, 0
1000, 2367, 1, 0
2000, 1954, 0, 0
2000, 2259, 1, 0
3000, 2476, 0, 0
3000, 2977, 1, 0
4000, 1982, 0, 0
4000, 2293, 1, 0
5000, 2222, 0, 0
5000, 2614, 1, 0
6000, 2481, 1, 0
6000, 2116, 0, 0
7000, 2163, 0, 0
7000, 2545, 1, 0
8000, 1968, 0, 0
8000, 2299, 1, 0
9000, 2009, 0, 0
9000, 2336, 1, 0
10000, 2036, 0, 0
10000, 2312, 1, 0
11000, 1953, 0, 0
11000, 2280, 1, 0
12000, 2375, 0, 0
12000, 2800, 1, 0
13000, 2112, 0, 0
13000, 2468, 1, 0
14000, 2245, 0, 0
14000, 2682, 1, 0
15000, 1993, 0, 0
15000, 2336, 1, 0
16000, 2099, 0, 0
16000, 2463, 1, 0
17000, 2284, 1, 0
17000, 1950, 0, 0
18000, 2213, 1, 0
18000, 1910, 0, 0
19000, 2134, 1, 0
19000, 1845, 0, 0
20000, 2470, 1, 0
20000, 2092, 0, 0
21000, 2018, 0, 0
21000, 2377, 1, 0
22000, 2405, 1, 0
22000, 2040, 0, 0
23000, 2007, 0, 0
23000, 2360, 1, 0
24000, 2350, 1, 0
24000, 2004, 0, 0
25000, 2238, 0, 0
25000, 2624, 1, 0
26000, 1986, 0, 0
26000, 2308, 1, 0
27000, 2243, 1, 0
27000, 1967, 0, 0
28000, 2213, 1, 0
28000, 1906, 0, 0
29000, 2864, 1, 0
29000, 2423, 0, 0
30000, 1963, 0, 0
30000, 2277, 1, 0
31000, 2221, 0, 0
31000, 2654, 1, 0
32000, 1987, 0, 0
32000, 2317, 1, 0
33000, 2850, 1, 0
33000, 2392, 0, 0
34000, 2356, 0, 0
34000, 2958, 1, 0
35000, 2115, 0, 0
35000, 2450, 1, 0
36000, 2079, 0, 0
36000, 2390, 1, 0
37000, 2404, 0, 0
37000, 2990, 1, 0
38000, 3223, 1, 0
38000, 2646, 0, 0
39000, 3100, 1, 0
39000, 2565, 0, 0
40000, 2788, 1, 0
40000, 2421, 0, 0
41000, 3318, 0, 0
41000, 3795, 1, 0
42000, 2479, 0, 0
42000, 3136, 1, 0
43000, 2737, 0, 0
43000, 3433, 1, 0
44000, 2693, 0, 0
44000, 2996, 1, 0
45000, 2249, 0, 0
45000, 2582, 1, 0
46000, 2873, 1, 0
46000, 2470, 0, 0
47000, 2941, 0, 0
47000, 3262, 1, 0
48000, 2875, 0, 0
48000, 3295, 1, 0
49000, 2009, 0, 0
49000, 2338, 1, 0
50000, 2501, 0, 0
50000, 2931, 1, 0
51000, 2484, 0, 0
51000, 2754, 1, 0
52000, 2345, 1, 0
52000, 2008, 0, 0
53000, 2345, 0, 0
53000, 2778, 1, 0
54000, 2396, 1, 0
54000, 2054, 0, 0
55000, 2653, 1, 0
55000, 2273, 0, 0
56000, 1892, 0, 0
56000, 2179, 1, 0
57000, 2467, 0, 0
57000, 2831, 1, 0
58000, 2396, 0, 0
58000, 2751, 1, 0
59000, 2816, 0, 0
59000, 3297, 1, 0
60000, 2407, 0, 0
60000, 2683, 1, 0
