1000, 1450, 0, 0
1000, 1660, 1, 0
2000, 1310, 0, 0
2000, 1578, 1, 0
3000, 1652, 0, 0
3000, 2093, 1, 0
4000, 1309, 0, 0
4000, 1582, 1, 0
5000, 1477, 0, 0
5000, 1820, 1, 0
6000, 1723, 1, 0
6000, 1405, 0, 0
7000, 1441, 0, 0
7000, 1775, 1, 0
8000, 1295, 0, 0
8000, 1586, 1, 0
9000, 1327, 0, 0
9000, 1612, 1, 0
10000, 1364, 0, 0
10000, 1601, 1, 0
11000, 1282, 0, 0
11000, 1568, 1, 0
12000, 1586, 0, 0
12000, 1955, 1, 0
13000, 1402, 0, 0
13000, 1710, 1, 0
14000, 1475, 0, 0
14000, 1860, 1, 0
15000, 1310, 0, 0
15000, 1611, 1, 0
16000, 1396, 0, 0
16000, 1714, 1, 0
17000, 1575, 1, 0
17000, 1281, 0, 0
18000, 1517, 1, 0
18000, 1254, 0, 0
19000, 1459, 1, 0
19000, 1207, 0, 0
20000, 1372, 0, 0
20000, 1705, 1, 0
21000, 1328, 0, 0
21000, 1634, 1, 0
22000, 1664, 1, 0
22000, 1341, 0, 0
23000, 1320, 0, 0
23000, 1630, 1, 0
24000, 1316, 0, 0
24000, 1620, 1, 0
25000, 1496, 0, 0
25000, 1832, 1, 0
26000, 1308, 0, 0
26000, 1594, 1, 0
27000, 1297, 0, 0
27000, 1530, 1, 0
28000, 1519, 1, 0
28000, 1250, 0, 0
29000, 1610, 0, 0
29000, 2004, 1, 0
30000, 1294, 0, 0
30000, 1567, 1, 0
31000, 1462, 0, 0
31000, 1845, 1, 0
32000, 1310, 0, 0
32000, 1599, 1, 0
33000, 2042, 1, 0
33000, 1581, 0, 0
34000, 1558, 0, 0
34000, 2113, 1, 0
35000, 1392, 0, 0
35000, 1685, 1, 0
36000, 1380, 0, 0
36000, 1649, 1, 0
37000, 2132, 1, 0
37000, 1578, 0, 0
38000, 2272, 1, 0
38000, 1772, 0, 0
39000, 1741, 0, 0
39000, 2138, 1, 0
40000, 1599, 0, 0
40000, 1951, 1, 0
41000, 2321, 0, 0
41000, 2511, 1, 0
42000, 2082, 1, 0
42000, 1679, 0, 0
43000, 1794, 0, 0
43000, 2504, 1, 0
44000, 1824, 0, 0
44000, 2075, 1, 0
45000, 1502, 0, 0
45000, 1796, 1, 0
46000, 1642, 0, 0
46000, 1992, 1, 0
47000, 2030, 0, 0
47000, 2251, 1, 0
48000, 1925, 0, 0
48000, 2239, 1, 0
49000, 1322, 0, 0
49000, 1611, 1, 0
50000, 1699, 0, 0
50000, 2076, 1, 0
51000, 1732, 0, 0
51000, 1957, 1, 0
52000, 1620, 1, 0
52000, 1324, 0, 0
53000, 1558, 0, 0
53000, 1941, 1, 0
54000, 1656, 1, 0
54000, 1360, 0, 0
55000, 1850, 1, 0
55000, 1512, 0, 0
56000, 1245, 0, 0
56000, 1496, 1, 0
57000, 1677, 0, 0
57000, 1976, 1, 0
58000, 1637, 0, 0
58000, 1938, 1, 0
59000, 1949, 0, 0
59000, 2373, 1, 0
60000, 1658, 0, 0
60000, 1897, 1, 0
