1000, 285965, 0, 0
1000, 122921, 1, 0
2000, 306459, 0, 0
2000, 131575, 1, 0
2999, 232544, 0, 0
2999, 99169, 1, 0
4000, 299496, 0, 0
4000, 128314, 1, 0
5000, 261806, 0, 0
5000, 112738, 1, 0
6000, 277939, 0, 0
6000, 119018, 1, 0
7000, 271407, 0, 0
7000, 115903, 1, 0
8000, 299796, 0, 0
8000, 129063, 1, 0
9000, 294700, 0, 0
9000, 126140, 1, 0
10000, 295514, 0, 0
10000, 125926, 1, 0
11000, 302063, 0, 0
11000, 129886, 1, 0
11999, 244438, 0, 0
11999, 104800, 1, 0
13000, 278949, 0, 0
13000, 119794, 1, 0
14000, 256551, 0, 0
14000, 109944, 1, 0
14999, 294985, 0, 0
14999, 127119, 1, 0
16000, 280519, 0, 0
16000, 120414, 1, 0
17000, 303200, 0, 0
17000, 129356, 1, 0
18000, 311359, 0, 0
18000, 133415, 1, 0
19000, 323384, 0, 0
19000, 138766, 1, 0
20000, 279067, 0, 0
20000, 118900, 1, 0
21000, 291351, 0, 0
21000, 124789, 1, 0
22000, 287451, 0, 0
22000, 123354, 1, 0
23000, 292336, 0, 0
23000, 125634, 1, 0
24000, 294150, 0, 0
24000, 125446, 1, 0
25000, 262278, 0, 0
25000, 112418, 1, 0
26000, 298193, 0, 0
26000, 127862, 1, 0
27000, 305919, 0, 0
27000, 130349, 1, 0
28000, 312009, 0, 0
28000, 133243, 1, 0
29000, 237967, 0, 0
29000, 102596, 1, 0
29999, 302480, 0, 0
29999, 129680, 1, 0
31000, 259911, 0, 0
31000, 111564, 1, 0
32000, 297788, 0, 0
32000, 127242, 1, 0
33000, 245062, 0, 0
33000, 105106, 1, 0
34000, 241286, 0, 0
34000, 103091, 1, 0
35000, 279540, 0, 0
35000, 119682, 1, 0
35999, 286302, 0, 0
35999, 122867, 1, 0
37000, 237353, 0, 0
37000, 101873, 1, 0
38000, 215019, 0, 0
38000, 92400, 1, 0
38999, 219220, 0, 0
38999, 94107, 1, 0
40006, 243148, 0, 0
40006, 104038, 1, 0
41000, 173022, 0, 0
41000, 74419, 1, 0
42000, 229480, 0, 0
42000, 98308, 1, 0
43000, 208354, 0, 0
43000, 89098, 1, 0
44001, 219740, 0, 0
44001, 95063, 1, 0
45000, 263643, 0, 0
45000, 113284, 1, 0
46000, 235932, 0, 0
46000, 100626, 1, 0
47000, 197424, 0, 0
47000, 84891, 1, 0
48000, 201066, 0, 0
48000, 86282, 1, 0
48999, 294460, 0, 0
48999, 126567, 1, 0
50000, 235510, 0, 0
50000, 100691, 1, 0
51000, 243498, 0, 0
51000, 104776, 1, 0
52000, 294069, 0, 0
52000, 125898, 1, 0
53000, 246503, 0, 0
53000, 105931, 1, 0
54000, 286998, 0, 0
54000, 122881, 1, 0
55000, 257642, 0, 0
55000, 111312, 1, 0
56000, 315769, 0, 0
56000, 135034, 1, 0
57000, 239917, 0, 0
57000, 103260, 1, 0
58000, 248284, 0, 0
58000, 106705, 1, 0
59000, 208362, 0, 0
59000, 88724, 1, 0
59999, 251514, 0, 0
59999, 107794, 1, 0
